Nom de projet,A7491,,
Epaisseur edge mm,0,,
,,,
Graver le nom,0,,
nom,#,x,y
1,2      ,12  95/279,37  27/67 
2,2      ,12  95/279,20 452/971
3,2      ,12  95/279,31  28/29 
4,2      ,12  95/279,35  27/67 
5,2      ,12  95/279,14  95/279
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
